"date","degdays","season","type","collection","sampleName"
2018-06-18,2656,"Spring","Rib","10","RRR1C10CS"
2018-06-18,2656,"Spring","Rib","10","RRR2C10CS"
2018-06-18,2656,"Spring","Rib","10","RRR3C10CS"
2018-06-18,2656,"Spring","Rib","10","RRR4C10CS"
2018-06-18,2656,"Spring","Rib","10","RRR5C10CS"
2018-06-18,2656,"Spring","Water","10","RRWC10CS"
2018-06-18,2656,"Spring","Mud","10","RRMC10CS"
2018-06-27,2915,"Summer","Scapula","11","RRS1C11CS"
2018-06-27,2915,"Summer","Scapula","11","RRS2C11CS"
2018-06-27,2915,"Summer","Scapula","11","RRS3C11CS"
2018-06-27,2915,"Summer","Scapula","11","RRS4C11CS"
2018-06-27,2915,"Summer","Scapula","11","RRS5C11CS"
2018-06-27,2915,"Summer","Rib","11","RRR1C11CS"
2018-06-27,2915,"Summer","Rib","11","RRR2C11CS"
2018-06-27,2915,"Summer","Rib","11","RRR3C11CS"
2018-06-27,2915,"Summer","Rib","11","RRR4C11CS"
2018-06-27,2915,"Summer","Rib","11","RRR5C11CS"
2018-06-27,2915,"Summer","Water","11","RRWC11CS"
2018-06-27,2915,"Summer","Mud","11","RRMC11CS"
2018-07-06,3181,"Summer","Scapula","12","RRS1C12CS"
2018-07-06,3181,"Summer","Scapula","12","RRS2C12CS"
2018-07-06,3181,"Summer","Scapula","12","RRS3C12CS"
2018-07-06,3181,"Summer","Scapula","12","RRS4C12CS"
2018-07-06,3181,"Summer","Scapula","12","RRS5C12CS"
2018-07-06,3181,"Summer","Rib","12","RRR1C12CS"
2018-07-06,3181,"Summer","Rib","12","RRR2C12CS"
2018-07-06,3181,"Summer","Rib","12","RRR3C12CS"
2018-07-06,3181,"Summer","Water","12","RRWC12CS"
2018-07-06,3181,"Summer","Mud","12","RRMC12CS"
2018-07-13,3388,"Summer","Scapula","13","RRS1C13CS"
2018-07-13,3388,"Summer","Scapula","13","RRS2C13CS"
2018-07-13,3388,"Summer","Scapula","13","RRS3C13CS"
2018-07-13,3388,"Summer","Scapula","13","RRS4C13CS"
2018-07-13,3388,"Summer","Scapula","13","RRS5C13CS"
2018-07-13,3388,"Summer","Rib","13","RRR1C13CS"
2018-07-13,3388,"Summer","Rib","13","RRR2C13CS"
2018-07-13,3388,"Summer","Rib","13","RRR3C13CS"
2018-07-13,3388,"Summer","Rib","13","RRR4C13CS"
2018-07-13,3388,"Summer","Rib","13","RRR5C13CS"
2018-07-13,3388,"Summer","Water","13","RRWC13CS"
2018-07-23,3673,"Summer","Scapula","14","RRS1C14CS"
2018-07-23,3673,"Summer","Scapula","14","RRS2C14CS"
2018-07-23,3673,"Summer","Scapula","14","RRS3C14CS"
2018-07-23,3673,"Summer","Scapula","14","RRS4C14CS"
2018-07-23,3673,"Summer","Scapula","14","RRS5C14CS"
2018-07-23,3673,"Summer","Rib","14","RRR1C14CS"
2018-07-23,3673,"Summer","Rib","14","RRR2C14CS"
2018-07-23,3673,"Summer","Rib","14","RRR3C14CS"
2018-07-23,3673,"Summer","Rib","14","RRR4C14CS"
2018-07-23,3673,"Summer","Rib","14","RRR5C14CS"
2018-07-23,3673,"Summer","Water","14","RRWC14CS"
2018-07-23,3673,"Summer","Mud","14","RRMC14CS"
2018-08-02,3949,"Summer","Scapula","15","RRS1C15CS"
2018-08-02,3949,"Summer","Scapula","15","RRS2C15CS"
2018-08-02,3949,"Summer","Scapula","15","RRS3C15CS"
2018-08-02,3949,"Summer","Scapula","15","RRS4C15CS"
2018-08-02,3949,"Summer","Scapula","15","RRS5C15CS"
2018-08-02,3949,"Summer","Rib","15","RRR1C15CS"
2018-08-02,3949,"Summer","Rib","15","RRR2C15CS"
2018-08-02,3949,"Summer","Rib","15","RRR3C15CS"
2018-08-02,3949,"Summer","Rib","15","RRR4C15CS"
2018-08-02,3949,"Summer","Rib","15","RRR5C15CS"
2018-08-02,3949,"Summer","Water","15","RRWC15CS"
2018-08-02,3949,"Summer","Mud","15","RRMC15CS"
2018-08-13,4267,"Summer","Scapula","16","RRS1C16CS"
2018-08-13,4267,"Summer","Scapula","16","RRS2C16CS"
2018-08-13,4267,"Summer","Scapula","16","RRS3C16CS"
2018-08-13,4267,"Summer","Scapula","16","RRS4C16CS"
2018-08-13,4267,"Summer","Scapula","16","RRS5C16CS"
2018-08-13,4267,"Summer","Rib","16","RRR1C16CS"
2018-08-13,4267,"Summer","Rib","16","RRR2C16CS"
2018-08-13,4267,"Summer","Rib","16","RRR3C16CS"
2018-08-13,4267,"Summer","Rib","16","RRR4C16CS"
2018-08-13,4267,"Summer","Rib","16","RRR5C16CS"
2018-08-13,4267,"Summer","Water","16","RRWC16CS"
2018-08-13,4267,"Summer","Mud","16","RRMC16CS"
2018-08-20,4473,"Summer","Scapula","17","RRS1C17CS"
2018-08-20,4473,"Summer","Scapula","17","RRS2C17CS"
2018-08-20,4473,"Summer","Scapula","17","RRS3C17CS"
2018-08-20,4473,"Summer","Scapula","17","RRS4C17CS"
2018-08-20,4473,"Summer","Scapula","17","RRS5C17CS"
2018-08-20,4473,"Summer","Water","17","RRWC17CS"
2018-08-20,4473,"Summer","Mud","17","RRMC17CS"
2018-08-29,4731,"Summer","Scapula","18","RRS1C18CS"
2018-08-29,4731,"Summer","Scapula","18","RRS2C18CS"
2018-08-29,4731,"Summer","Scapula","18","RRS3C18CS"
2018-08-29,4731,"Summer","Scapula","18","RRS4C18CS"
2018-08-29,4731,"Summer","Rib","18","RRR1C18CS"
2018-08-29,4731,"Summer","Rib","18","RRR2C18CS"
2018-08-29,4731,"Summer","Rib","18","RRR3C18CS"
2018-08-29,4731,"Summer","Rib","18","RRR4C18CS"
2018-08-29,4731,"Summer","Rib","18","RRR5C18CS"
2018-08-29,4731,"Summer","Water","18","RRWC18CS"
2018-08-29,4731,"Summer","Mud","18","RRMC18CS"
2018-09-06,4972,"Summer","Scapula","19","RRS1C19CS"
2018-09-06,4972,"Summer","Scapula","19","RRS2C19CS"
2018-09-06,4972,"Summer","Scapula","19","RRS3C19CS"
2018-09-06,4972,"Summer","Scapula","19","RRS4C19CS"
2018-09-06,4972,"Summer","Scapula","19","RRS5C19CS"
2018-09-06,4972,"Summer","Rib","19","RRR1C19CS"
2018-09-06,4972,"Summer","Rib","19","RRR2C19CS"
2018-09-06,4972,"Summer","Rib","19","RRR3C19CS"
2018-09-06,4972,"Summer","Rib","19","RRR4C19CS"
2018-09-06,4972,"Summer","Rib","19","RRR5C19CS"
2018-09-06,4972,"Summer","Water","19","RRWC19CS"
2018-09-06,4972,"Summer","Water","19","RRWC19CSrep2"
2018-09-06,4972,"Summer","Water","19","RRWC19CSrep3"
2018-09-06,4972,"Summer","Mud","19","RRMC19CS"
2018-09-17,5296,"Summer","Scapula","20","RRS1C19CS"
2018-09-17,5296,"Summer","Scapula","20","RRS2C19CS"
2018-09-17,5296,"Summer","Scapula","20","RRS3C19CS"
2018-09-17,5296,"Summer","Scapula","20","RRS4C19CS"
2018-09-17,5296,"Summer","Scapula","20","RRS5C19CS"
2018-09-17,5296,"Summer","Rib","20","RRR1C19CS"
2018-09-17,5296,"Summer","Rib","20","RRR2C19CS"
2018-09-17,5296,"Summer","Water","20","RRWC19CS"
2018-09-17,5296,"Summer","Mud","20","RRMC19CS"
2018-09-27,5546,"Fall","Scapula","21","RRS1C21CS"
2018-09-27,5546,"Fall","Scapula","21","RRS2C21CS"
2018-09-27,5546,"Fall","Scapula","21","RRS3C21CS"
2018-09-27,5546,"Fall","Scapula","21","RRS4C21CS"
2018-09-27,5546,"Fall","Scapula","21","RRS5C21CS"
2018-09-27,5546,"Fall","Rib","21","RRR1C21CS"
2018-09-27,5546,"Fall","Rib","21","RRR2C21CS"
2018-09-27,5546,"Fall","Rib","21","RRR3C21CS"
2018-09-27,5546,"Fall","Water","21","RRWC21CS"
2018-09-27,5546,"Fall","Mud","21","RRMC12CS"
2018-10-08,5803,"Fall","Scapula","22","RRS1C22CS"
2018-10-08,5803,"Fall","Scapula","22","RRS2C22CS"
2018-10-08,5803,"Fall","Scapula","22","RRS3C22CS"
2018-10-08,5803,"Fall","Scapula","22","RRS4C22CS"
2018-10-08,5803,"Fall","Scapula","22","RRS5C22CS"
2018-10-08,5803,"Fall","Rib","22","RRR1C22CS"
2018-10-08,5803,"Fall","Rib","22","RRR2C22CS"
2018-10-08,5803,"Fall","Rib","22","RRR3C22CS"
2018-10-08,5803,"Fall","Rib","22","RRR4C22CS"
2018-10-08,5803,"Fall","Water","22","RRWC22CS"
2018-10-08,5803,"Fall","Mud","22","RRMC22CS"
2018-10-22,6104,"Fall","Scapula","23","RRS1C23CS"
2018-10-22,6104,"Fall","Scapula","23","RRS2C23CS"
2018-10-22,6104,"Fall","Scapula","23","RRS3C23CS"
2018-10-22,6104,"Fall","Scapula","23","RRS4C23CS"
2018-10-22,6104,"Fall","Scapula","23","RRS5C23CS"
2018-10-22,6104,"Fall","Rib","23","RRR1C23CS"
2018-10-22,6104,"Fall","Rib","23","RRR2C23CS"
2018-10-22,6104,"Fall","Rib","23","RRR3C23CS"
2018-10-22,6104,"Fall","Rib","23","RRR4C23CS"
2018-10-22,6104,"Fall","Water","23","RRWC23CS"
2018-10-22,6104,"Fall","Mud","23","RRMC23CS"
2018-11-05,6322,"Fall","Scapula","24","RRS1C24CS"
2018-11-05,6322,"Fall","Scapula","24","RRS2C24CS"
2018-11-05,6322,"Fall","Scapula","24","RRS3C24CS"
2018-11-05,6322,"Fall","Scapula","24","RRS4C24CS"
2018-11-05,6322,"Fall","Scapula","24","RRS5C24CS"
2018-11-05,6322,"Fall","Rib","24","RRR1C24CS"
2018-11-05,6322,"Fall","Water","24","RRWC24CS"
2018-11-05,6322,"Fall","Mud","24","RRMC24CS"
2018-11-05,6322,"Fall","Scapula","24Dist","RRS1C24CSDist"
2018-11-05,6322,"Fall","Scapula","24Dist","RRS2C24CSDist"
2018-11-05,6322,"Fall","Scapula","24Dist","RRS3C24CSDist"
2018-11-05,6322,"Fall","Scapula","24Dist","RRS4C24CSDist"
2018-11-05,6322,"Fall","Scapula","24Dist","RRS5C24CSDist"
2018-11-05,6322,"Fall","Mud","24Dist","RRMC24CSDist"
